iter	Passed	Remaining
1664	158636	31917
1665	158729	31822
1666	158820	31726
1667	158914	31630
1668	159004	31534
1669	159097	31438
1670	159188	31342
1671	159279	31246
1672	159379	31151
1673	159467	31055
1674	159564	30960
1675	159663	30865
1676	159769	30772
1677	159867	30677
1678	159960	30582
1679	160060	30487
1680	160159	30393
1681	160248	30296
1682	160340	30200
1683	160443	30107
1684	160524	30009
1685	160606	29911
1686	160690	29814
1687	160790	29719
1688	160884	29624
1689	160972	29527
1690	161056	29430
1691	161149	29334
1692	161236	29237
1693	161328	29142
1694	161419	29045
1695	161511	28950
1696	161602	28854
1697	161696	28758
1698	161789	28663
1699	161881	28567
1700	161967	28470
1701	162058	28374
1702	162154	28279
1703	162241	28182
1704	162332	28086
1705	162423	27990
1706	162587	27907
1707	162678	27811
1708	162769	27715
1709	162869	27621
1710	162958	27524
1711	163053	27429
1712	163131	27331
1713	163224	27235
1714	163306	27138
1715	163403	27043
1716	163487	26946
1717	163573	26849
1718	163652	26751
1719	163741	26655
1720	163831	26559
1721	163920	26463
1722	164007	26366
1723	164091	26269
1724	164182	26174
1725	164272	26078
1726	164368	25982
1727	164458	25886
1728	164551	25791
1729	164639	25695
1730	164728	25598
1731	164837	25506
1732	164933	25410
1733	165025	25315
1734	165119	25219
1735	165210	25124
1736	165308	25029
1737	165396	24933
1738	165486	24837
1739	165581	24742
1740	165670	24645
1741	165761	24550
1742	165853	24454
1743	165950	24359
1744	166035	24263
1745	166131	24168
1746	166223	24072
1747	166307	23975
1748	166405	23881
1749	166495	23785
1750	166586	23689
1751	166676	23593
1752	166766	23497
1753	166867	23403
1754	166950	23306
1755	167031	23209
1756	167116	23112
1757	167204	23016
1758	167290	22920
1759	167379	22824
1760	167468	22728
1761	167554	22632
1762	167639	22535
1763	167722	22439
1764	167813	22343
1765	167909	22248
1766	168039	22158
1767	168125	22061
1768	168221	21966
1769	168313	21871
1770	168397	21774
1771	168489	21679
1772	168588	21584
1773	168681	21489
1774	168777	21394
1775	168868	21298
1776	168955	21202
1777	169040	21106
1778	169128	21010
1779	169220	20914
1780	169307	20818
1781	169393	20722
1782	169483	20627
1783	169572	20531
1784	169657	20434
1785	169743	20338
1786	169832	20242
1787	169918	20146
1788	170004	20050
1789	170094	19955
1790	170181	19859
1791	170273	19763
1792	170368	19668
1793	170458	19573
1794	170546	19477
1795	170627	19380
1796	170710	19284
1797	170792	19188
1798	170880	19092
1799	170962	18995
1800	171059	18901
1801	171148	18805
1802	171236	18709
1803	171323	18613
1804	171413	18518
1805	171497	18422
1806	171582	18326
1807	171675	18230
1808	171762	18135
1809	171848	18039
1810	171930	17943
1811	172006	17846
1812	172084	17749
1813	172168	17653
1814	172254	17557
1815	172341	17461
1816	172427	17366
1817	172520	17271
1818	172610	17175
1819	172694	17079
1820	172792	16985
1821	172875	16889
1822	172968	16793
1823	173060	16698
1824	173153	16603
1825	173259	16509
1826	173402	16419
1827	173492	16324
1828	173580	16228
1829	173669	16133
1830	173764	16038
1831	173850	15942
1832	173940	15847
1833	174022	15751
1834	174121	15656
1835	174222	15562
1836	174318	15467
1837	174427	15373
1838	174523	15279
1839	174614	15183
1840	174711	15089
1841	174809	14994
1842	174902	14899
1843	174983	14803
1844	175064	14707
1845	175154	14612
1846	175252	14517
1847	175352	14422
1848	175435	14327
1849	175535	14232
1850	175622	14137
1851	175710	14041
1852	175800	13946
1853	175883	13850
1854	175972	13755
1855	176055	13659
1856	176149	13564
1857	176239	13469
1858	176321	13373
1859	176402	13277
1860	176499	13182
1861	176589	13087
1862	176670	12991
1863	176760	12896
1864	176837	12800
1865	176921	12704
1866	177010	12609
1867	177099	12514
1868	177187	12419
1869	177282	12324
1870	177371	12229
1871	177463	12134
1872	177553	12039
1873	177638	11943
1874	177725	11848
1875	177814	11753
1876	177905	11658
1877	177990	11562
1878	178072	11467
1879	178158	11371
1880	178254	11277
1881	178340	11181
1882	178428	11086
1883	178514	10991
1884	178598	10895
1885	178686	10800
1886	178780	10706
1887	178869	10610
1888	179015	10519
1889	179103	10424
1890	179190	10328
1891	179277	10233
1892	179368	10138
1893	179447	10042
1894	179528	9947
1895	179631	9853
1896	179718	9758
1897	179825	9663
1898	179910	9568
1899	179997	9473
1900	180089	9378
1901	180168	9283
1902	180248	9187
1903	180329	9092
1904	180423	8997
1905	180519	8902
1906	180606	8807
1907	180707	8713
1908	180805	8618
1909	180903	8524
1910	180982	8428
1911	181064	8333
1912	181159	8238
1913	181247	8143
1914	181332	8048
1915	181423	7953
1916	181516	7859
1917	181598	7763
1918	181684	7668
1919	181783	7574
1920	181863	7479
1921	181948	7383
1922	182033	7288
1923	182116	7193
1924	182206	7098
1925	182297	7004
1926	182382	6909
1927	182470	6814
1928	182562	6719
1929	182656	6624
1930	182757	6530
1931	182848	6435
1932	182928	6340
1933	183006	6245
1934	183095	6150
1935	183178	6055
1936	183274	5960
1937	183361	5866
1938	183444	5771
1939	183540	5676
1940	183628	5581
1941	183714	5486
1942	183807	5392
1943	183888	5297
1944	183959	5201
1945	184048	5107
1946	184126	5012
1947	184213	4917
1948	184297	4822
1949	184403	4728
1950	184548	4634
1951	184635	4540
1952	184724	4445
1953	184814	4350
1954	184909	4256
1955	184989	4161
1956	185079	4066
1957	185172	3972
1958	185268	3877
1959	185356	3782
1960	185439	3687
1961	185526	3593
1962	185613	3498
1963	185694	3403
1964	185780	3309
1965	185867	3214
1966	185967	3119
1967	186061	3025
1968	186149	2930
1969	186224	2835
1970	186312	2741
1971	186388	2646
1972	186472	2551
1973	186559	2457
1974	186652	2362
1975	186756	2268
1976	186839	2173
1977	186925	2079
1978	187009	1984
1979	187099	1889
1980	187186	1795
1981	187280	1700
1982	187369	1606
1983	187462	1511
1984	187549	1417
1985	187644	1322
1986	187740	1228
1987	187832	1133
1988	187911	1039
1989	188001	944
1990	188091	850
1991	188174	755
1992	188265	661
1993	188352	566
1994	188451	472
1995	188539	377
1996	188627	283
1997	188710	188
1998	188806	94
1999	188891	0
