iter	Passed	Remaining
224	24466	193010
225	24570	192869
226	24676	192740
227	24791	192678
228	24900	192568
229	25007	192449
230	25127	192424
231	25254	192459
232	25365	192362
233	25469	192216
234	25563	191995
235	25663	191823
236	25762	191644
237	25855	191414
238	25959	191275
239	26059	191100
240	26159	190928
241	26257	190750
242	26356	190572
243	26450	190357
244	26550	190188
245	26648	190009
246	26743	189802
247	26835	189583
248	26941	189455
249	27042	189300
250	27130	189052
251	27238	188940
252	27350	188862
253	27444	188653
254	27540	188460
255	27642	188316
256	27745	188175
257	27829	187905
258	27920	187683
259	28077	187902
260	28163	187648
261	28259	187465
262	28352	187256
263	28451	187092
264	28545	186890
265	28637	186680
266	28733	186498
267	28832	186337
268	28923	186118
269	29013	185900
270	29117	185769
271	29204	185536
272	29301	185362
273	29404	185224
274	29508	185097
275	29605	184928
276	29706	184780
277	29793	184550
278	29884	184340
279	29971	184108
280	30061	183900
281	30153	183703
282	30251	183540
283	30341	183333
284	30437	183158
285	30528	182957
286	30629	182813
287	30728	182662
288	30822	182482
289	30924	182347
290	31013	182136
291	31100	181918
292	31202	181784
293	31292	181582
294	31385	181398
295	31475	181199
296	31569	181021
297	31667	180863
298	31766	180718
299	31866	180578
300	31969	180450
301	32069	180309
302	32155	180094
303	32252	179936
304	32349	179775
305	32443	179607
306	32533	179410
307	32636	179291
308	32732	179128
309	32857	179126
310	32979	179109
311	33085	179001
312	33174	178802
313	33266	178622
314	33357	178435
315	33445	178236
316	33537	178056
317	33640	177934
318	33734	177768
319	33818	177547
320	33898	177308
321	33986	177108
322	34070	176889
323	34159	176703
324	34254	176543
325	34343	176352
326	34432	176166
327	34525	175993
328	34622	175847
329	34726	175737
330	34811	175529
331	34903	175356
332	34987	175146
333	35077	174966
334	35178	174841
335	35279	174715
336	35371	174548
337	35473	174430
338	35568	174277
339	35666	174136
340	35756	173959
341	35850	173802
342	35950	173671
343	36046	173528
344	36147	173402
345	36232	173204
346	36334	173087
347	36425	172914
348	36521	172770
349	36615	172617
350	36716	172492
351	36799	172287
352	36895	172143
353	36982	171959
354	37076	171805
355	37173	171667
356	37264	171501
357	37353	171324
358	37450	171186
359	37551	171070
360	37666	171012
361	37797	171029
362	37896	170899
363	37982	170711
364	38078	170570
365	38179	170453
366	38273	170301
367	38383	170222
368	38487	170116
369	38589	170001
370	38687	169870
371	38784	169732
372	38886	169621
373	38977	169457
374	39065	169282
375	39152	169103
376	39237	168919
377	39327	168755
378	39407	168549
379	39512	168449
380	39600	168277
381	39700	168155
382	39783	167963
383	39867	167775
384	39962	167635
385	40059	167501
386	40148	167337
387	40240	167183
388	40327	167011
389	40435	166924
390	40531	166791
391	40625	166647
392	40712	166475
393	40806	166334
394	40900	166190
395	40985	166011
396	41095	165933
397	41198	165830
398	41290	165679
399	41388	165555
400	41482	165414
401	41581	165292
402	41669	165127
403	41747	164923
404	41833	164753
405	41916	164567
406	42014	164445
407	42115	164332
408	42209	164193
409	42302	164049
410	42406	163952
411	42502	163820
412	42602	163705
413	42695	163562
414	42780	163390
415	42874	163253
416	42996	163223
417	43121	163202
418	43220	163081
419	43319	162964
420	43417	162841
421	43524	162752
422	43633	162670
423	43727	162535
424	43809	162352
425	43902	162213
426	43988	162045
427	44092	161946
428	44178	161781
429	44268	161630
430	44368	161517
431	44468	161405
432	44564	161276
433	44651	161114
434	44741	160966
435	44834	160828
436	44934	160715
437	45031	160591
438	45129	160472
439	45233	160372
440	45331	160254
441	45420	160103
442	45510	159954
443	45604	159820
444	45695	159678
445	45781	159517
446	45878	159394
447	45961	159223
448	46055	159092
449	46147	158952
450	46229	158778
451	46322	158644
452	46420	158527
453	46511	158385
454	46611	158274
455	46694	158105
456	46775	157931
457	46862	157778
458	46953	157636
459	47054	157529
460	47148	157400
461	47246	157285
462	47343	157163
463	47439	157039
464	47529	156897
465	47623	156769
466	47707	156606
467	47796	156463
468	47929	156460
469	48043	156398
470	48149	156305
471	48239	156165
472	48328	156019
473	48421	155888
474	48504	155724
475	48599	155600
476	48690	155463
477	48787	155344
478	48896	155263
479	48991	155141
480	49079	154993
481	49171	154858
482	49270	154747
483	49368	154632
484	49454	154481
485	49535	154313
486	49622	154165
487	49712	154026
488	49791	153853
489	49870	153682
490	49956	153531
491	50046	153395
492	50140	153269
493	50237	153152
494	50339	153052
495	50431	152922
496	50521	152784
497	50629	152700
498	50718	152562
499	50799	152399
500	50887	152256
501	50977	152120
502	51072	152000
503	51159	151853
504	51240	151691
505	51336	151574
506	51432	151457
507	51526	151332
508	51626	151229
509	51718	151098
510	51800	150940
511	51893	150814
512	51985	150686
513	52069	150535
514	52158	150397
515	52264	150311
516	52347	150157
517	52440	150031
518	52545	149942
519	52627	149785
520	52731	149691
521	52847	149632
522	52930	149481
523	53030	149374
524	53122	149249
525	53211	149114
526	53308	149001
527	53395	148860
528	53476	148702
529	53578	148604
530	53668	148472
531	53757	148337
532	53844	148199
533	53931	148059
534	54019	147923
535	54105	147779
536	54210	147690
537	54296	147549
538	54402	147462
539	54493	147334
540	54582	147200
541	54665	147051
542	54752	146914
543	54866	146849
544	54971	146759
545	55078	146673
546	55201	146632
547	55290	146499
548	55386	146384
549	55469	146236
550	55565	146124
551	55654	145991
552	55740	145851
553	55828	145719
554	55922	145600
555	56027	145511
556	56125	145401
557	56219	145284
558	56315	145172
559	56415	145067
560	56518	144973
561	56614	144861
562	56700	144722
563	56785	144581
564	56873	144448
565	56977	144355
566	57069	144235
567	57171	144135
568	57270	144031
569	57366	143918
570	57460	143802
571	57551	143676
572	57637	143541
573	57735	143432
574	57816	143284
575	57914	143178
576	58002	143045
577	58090	142914
578	58176	142779
579	58303	142743
580	58407	142651
581	58502	142537
582	58591	142408
583	58677	142271
584	58764	142138
585	58859	142026
586	58948	141898
587	59038	141773
588	59121	141629
589	59220	141526
590	59304	141388
591	59408	141295
592	59503	141182
593	59582	141031
594	59667	140896
595	59764	140787
596	59848	140649
597	59943	140536
598	60041	140430
599	60142	140332
600	60232	140208
601	60321	140081
602	60414	139964
603	60513	139862
604	60596	139722
605	60681	139586
606	60761	139440
607	60847	139308
608	60938	139188
609	61030	139069
610	61122	138951
611	61222	138850
612	61317	138740
613	61407	138616
614	61508	138519
615	61602	138405
616	61685	138267
617	61770	138133
618	61855	138001
619	61958	137907
620	62069	137831
621	62156	137704
622	62245	137579
623	62346	137482
624	62452	137394
625	62540	137269
626	62627	137141
627	62709	137001
628	62812	136910
629	62903	136790
630	62988	136658
631	63078	136536
632	63173	136426
633	63271	136322
634	63366	136211
635	63450	136078
636	63553	135986
637	63660	135902
638	63799	135884
639	63893	135772
640	63989	135665
641	64078	135542
642	64166	135418
643	64264	135315
644	64357	135200
645	64438	135061
646	64526	134937
647	64619	134824
648	64703	134690
649	64784	134551
650	64874	134433
651	64969	134322
652	65073	134232
653	65163	134114
654	65245	133976
655	65325	133837
656	65407	133701
657	65494	133576
658	65587	133463
659	65669	133329
660	65764	133219
661	65855	133104
662	65941	132976
663	66072	132940
664	66163	132823
665	66246	132691
666	66344	132588
667	66425	132452
668	66513	132330
669	66605	132216
670	66690	132089
671	66783	131977
672	66876	131864
673	66961	131737
674	67064	131645
675	67140	131500
676	67227	131375
677	67315	131255
678	67417	131160
679	67512	131053
680	67603	130939
681	67685	130806
682	67769	130676
683	67857	130556
684	67942	130429
685	68031	130311
686	68136	130223
687	68215	130085
688	68307	129972
689	68400	129861
690	68483	129732
691	68577	129622
692	68665	129503
693	68772	129419
694	68870	129317
695	68976	129231
696	69076	129134
697	69243	129161
698	69346	129070
699	69454	128987
700	69542	128866
701	69633	128751
702	69717	128624
703	69797	128491
704	69888	128376
705	69978	128261
706	70073	128154
707	70163	128039
708	70256	127929
709	70348	127815
710	70449	127720
711	70545	127616
712	70636	127502
713	70715	127368
714	70811	127262
715	70906	127156
716	70998	127045
717	71093	126937
718	71187	126831
719	71282	126725
720	71380	126623
721	71478	126523
722	71558	126390
723	71640	126262
724	71736	126157
725	71817	126026
726	71904	125907
727	71991	125787
728	72081	125673
729	72166	125549
730	72260	125442
731	72346	125321
732	72449	125230
733	72536	125110
734	72624	124993
735	72720	124888
736	72817	124788
737	72899	124660
738	72999	124564
739	73094	124458
740	73180	124338
741	73277	124235
742	73367	124121
743	73469	124028
744	73552	123904
745	73644	123793
746	73724	123663
747	73811	123546
748	73912	123451
749	74008	123346
750	74101	123240
751	74195	123133
752	74289	123026
753	74387	122927
754	74482	122822
755	74591	122739
756	74722	122695
757	74817	122590
758	74914	122489
759	75010	122385
760	75093	122261
761	75174	122134
762	75265	122022
763	75353	121907
764	75447	121800
765	75539	121691
766	75623	121568
767	75704	121443
768	75797	121335
769	75883	121217
770	75975	121107
771	76058	120984
772	76147	120871
773	76245	120771
774	76337	120662
775	76425	120546
776	76515	120435
777	76597	120310
778	76697	120214
779	76793	120112
780	76881	119998
781	76971	119886
782	77063	119777
783	77148	119659
784	77233	119539
785	77329	119437
786	77434	119349
787	77526	119241
788	77613	119125
789	77705	119017
790	77802	118917
791	77903	118822
792	77994	118713
793	78093	118615
794	78188	118511
795	78288	118415
796	78388	118319
797	78480	118212
798	78577	118111
799	78670	118005
800	78764	117900
801	78861	117800
802	78947	117684
803	79038	117574
804	79121	117452
805	79215	117349
806	79312	117248
807	79415	117157
808	79514	117059
809	79618	116970
810	79703	116852
811	79799	116751
812	79907	116666
813	80004	116566
814	80112	116482
815	80261	116458
816	80353	116350
817	80453	116254
818	80530	116125
819	80626	116022
820	80726	115927
821	80812	115811
822	80910	115712
823	80998	115599
824	81092	115494
825	81171	115369
826	81268	115269
827	81371	115178
828	81472	115083
829	81559	114969
830	81653	114864
831	81743	114755
832	81829	114639
833	81926	114539
834	82024	114440
835	82126	114348
836	82221	114245
837	82317	114143
838	82411	114040
839	82503	113933
840	82595	113826
841	82689	113722
842	82786	113622
843	82879	113517
844	82971	113410
845	83068	113310
846	83169	113216
847	83260	113107
848	83361	113014
849	83444	112895
850	83536	112789
851	83618	112669
852	83700	112549
853	83795	112446
854	83899	112355
855	83988	112246
856	84076	112135
857	84158	112014
858	84248	111906
859	84341	111800
860	84435	111698
861	84527	111592
862	84613	111478
863	84702	111368
864	84793	111261
865	84886	111156
866	84981	111053
867	85068	110941
868	85164	110841
869	85243	110718
870	85325	110599
871	85415	110491
872	85520	110402
873	85672	110374
874	85765	110269
875	85855	110161
876	85944	110052
877	86047	109960
878	86150	109868
879	86250	109772
880	86347	109673
881	86435	109563
882	86515	109442
883	86602	109330
884	86692	109222
885	86784	109116
886	86864	108996
887	86947	108880
888	87044	108780
889	87141	108681
890	87241	108586
891	87340	108490
892	87422	108371
893	87508	108260
894	87597	108151
895	87699	108058
896	87795	107958
897	87883	107847
898	87973	107740
899	88066	107637
900	88161	107535
901	88250	107427
902	88342	107321
903	88443	107228
904	88532	107118
905	88612	107000
906	88710	106902
907	88800	106794
908	88890	106688
909	88977	106577
910	89077	106482
911	89177	106386
912	89272	106285
913	89369	106186
914	89463	106084
915	89551	105975
916	89641	105868
917	89736	105768
918	89822	105656
919	89915	105552
920	90004	105445
921	90085	105327
922	90171	105216
923	90268	105118
924	90358	105011
925	90456	104913
926	90547	104808
927	90642	104707
928	90741	104611
929	90838	104512
930	90928	104406
931	91063	104352
932	91159	104252
933	91261	104158
934	91346	104047
935	91445	103951
936	91535	103844
937	91627	103740
938	91733	103651
939	91821	103543
940	91916	103442
941	92000	103329
942	92091	103224
943	92179	103115
944	92277	103019
945	92361	102906
946	92453	102801
947	92543	102695
948	92620	102575
949	92714	102474
950	92794	102356
951	92881	102247
952	92963	102132
953	93061	102035
954	93158	101937
955	93258	101842
956	93354	101743
957	93441	101634
958	93526	101523
959	93610	101411
960	93695	101299
961	93791	101201
962	93883	101098
963	93972	100991
964	94065	100888
965	94158	100786
966	94253	100687
967	94339	100577
968	94426	100468
969	94518	100364
970	94601	100251
971	94692	100147
972	94786	100046
973	94875	99940
974	94968	99838
975	95054	99729
976	95134	99614
977	95233	99517
978	95321	99410
979	95404	99298
980	95479	99178
981	95564	99067
982	95643	98951
983	95726	98839
984	95818	98736
985	95910	98634
986	95999	98528
987	96104	98439
988	96201	98341
989	96364	98311
990	96458	98211
991	96547	98104
992	96648	98010
993	96734	97902
994	96831	97804
995	96925	97704
996	97011	97594
997	97102	97491
998	97197	97391
999	97280	97280
1000	97367	97173
1001	97451	97062
1002	97547	96963
1003	97639	96861
1004	97732	96760
1005	97825	96658
1006	97914	96553
1007	97999	96443
1008	98085	96336
1009	98178	96234
1010	98263	96125
1011	98344	96012
1012	98427	95901
1013	98516	95795
1014	98601	95686
1015	98690	95581
1016	98776	95474
1017	98890	95393
1018	98985	95293
1019	99084	95198
1020	99182	95102
1021	99275	95001
1022	99373	94904
1023	99463	94801
1024	99552	94696
1025	99643	94593
1026	99731	94487
1027	99816	94378
1028	99907	94276
1029	100006	94181
1030	100098	94079
1031	100198	93984
1032	100289	93881
1033	100373	93772
1034	100461	93666
1035	100548	93560
1036	100641	93459
1037	100733	93357
1038	100826	93256
1039	100920	93157
1040	101005	93048
1041	101095	92945
1042	101185	92842
1043	101276	92739
1044	101358	92628
1045	101441	92519
1046	101530	92415
1047	101613	92305
1048	101752	92246
1049	101864	92162
1050	101962	92067
1051	102051	91962
1052	102145	91862
1053	102237	91761
1054	102326	91657
1055	102408	91546
1056	102503	91447
1057	102591	91343
1058	102690	91247
1059	102771	91136
1060	102864	91036
1061	102962	90940
1062	103045	90831
1063	103137	90729
1064	103232	90630
1065	103315	90522
1066	103396	90411
1067	103474	90297
1068	103553	90185
1069	103646	90085
1070	103733	89979
1071	103814	89869
1072	103909	89771
1073	103988	89658
1074	104080	89558
1075	104181	89464
1076	104275	89365
1077	104367	89264
1078	104449	89154
1079	104537	89050
1080	104627	88948
1081	104721	88848
1082	104818	88752
1083	104910	88651
1084	105006	88553
1085	105095	88450
1086	105186	88348
1087	105270	88241
1088	105360	88138
1089	105447	88034
1090	105539	87933
1091	105617	87821
1092	105704	87716
1093	105809	87626
1094	105903	87527
1095	105999	87430
1096	106099	87336
1097	106202	87244
1098	106291	87141
1099	106378	87037
1100	106473	86939
1101	106563	86836
1102	106657	86738
1103	106746	86635
1104	106845	86540
1105	106937	86439
1106	107041	86348
1107	107155	86265
1108	107310	86216
1109	107415	86125
1110	107510	86027
1111	107616	85938
1112	107710	85839
1113	107815	85749
1114	107919	85657
1115	108015	85560
1116	108111	85463
1117	108205	85364
1118	108290	85257
1119	108384	85158
1120	108474	85057
1121	108563	84954
1122	108650	84849
1123	108744	84750
1124	108831	84647
1125	108922	84545
1126	109021	84450
1127	109111	84348
1128	109202	84247
1129	109297	84149
1130	109383	84044
1131	109463	83934
1132	109558	83837
1133	109646	83733
1134	109745	83638
1135	109840	83540
1136	109936	83443
1137	110031	83345
1138	110131	83251
1139	110219	83148
1140	110305	83043
1141	110401	82945
1142	110494	82846
1143	110587	82747
1144	110685	82651
1145	110780	82553
1146	110867	82449
1147	110952	82344
1148	111036	82238
1149	111121	82133
1150	111212	82032
1151	111290	81922
1152	111372	81814
1153	111458	81710
1154	111538	81602
1155	111627	81499
1156	111712	81394
1157	111797	81289
1158	111883	81185
1159	111968	81080
1160	112057	80978
1161	112153	80881
1162	112237	80776
1163	112337	80682
1164	112422	80577
1165	112502	80469
1166	112606	80378
1167	112745	80311
1168	112831	80207
1169	112930	80112
1170	113022	80013
1171	113114	79913
1172	113213	79818
1173	113309	79721
1174	113402	79622
1175	113498	79526
1176	113591	79426
1177	113681	79326
1178	113773	79226
1179	113863	79125
1180	113951	79022
1181	114042	78922
1182	114139	78826
1183	114228	78725
1184	114311	78619
1185	114403	78520
1186	114534	78447
1187	114680	78384
1188	114831	78325
1189	114930	78229
1190	115029	78134
1191	115129	78040
1192	115217	77938
1193	115312	77840
1194	115405	77741
1195	115506	77647
1196	115595	77546
1197	115689	77447
1198	115776	77345
1199	115870	77247
1200	115960	77145
1201	116053	77047
1202	116151	76951
1203	116236	76847
1204	116327	76746
1205	116426	76652
1206	116518	76552
1207	116612	76454
1208	116712	76360
1209	116806	76262
1210	116906	76167
1211	117004	76071
1212	117102	75976
1213	117199	75880
1214	117287	75778
1215	117387	75683
1216	117475	75581
1217	117560	75478
1218	117657	75381
1219	117743	75278
1220	117826	75173
1221	117917	75073
1222	117998	74967
1223	118091	74868
1224	118173	74762
1225	118255	74657
1226	118333	74549
1227	118465	74475
1228	118582	74391
1229	118673	74291
1230	118764	74191
1231	118863	74096
1232	118965	74003
1233	119057	73904
1234	119144	73802
1235	119232	73700
1236	119326	73602
1237	119413	73500
1238	119502	73398
1239	119584	73293
1240	119669	73190
1241	119758	73089
1242	119854	72992
1243	119941	72890
1244	120028	72788
1245	120117	72687
1246	120199	72582
1247	120294	72485
1248	120374	72379
1249	120462	72277
1250	120554	72178
1251	120644	72078
1252	120735	71979
1253	120824	71878
1254	120917	71779
1255	121005	71678
1256	121105	71584
1257	121194	71483
1258	121273	71376
1259	121355	71272
1260	121442	71170
1261	121519	71062
1262	121599	70957
1263	121690	70857
1264	121778	70756
1265	121874	70660
1266	121965	70560
1267	122060	70463
1268	122159	70369
1269	122254	70272
1270	122347	70174
1271	122429	70069
1272	122520	69970
1273	122604	69867
1274	122692	69766
1275	122774	69662
1276	122863	69561
1277	122953	69461
1278	123048	69365
1279	123130	69261
1280	123220	69161
1281	123322	69068
1282	123412	68968
1283	123504	68870
1284	123592	68769
1285	123682	68669
1286	123768	68567
1287	123918	68501
1288	124019	68407
1289	124110	68308
1290	124197	68207
1291	124287	68107
1292	124371	68005
1293	124462	67906
1294	124552	67806
1295	124648	67710
1296	124738	67610
1297	124829	67511
1298	124926	67415
1299	125029	67323
1300	125121	67225
1301	125206	67122
1302	125304	67027
1303	125391	66926
1304	125480	66827
1305	125574	66729
1306	125656	66625
1307	125758	66532
1308	125846	66432
1309	125939	66334
1310	126032	66236
1311	126114	66133
1312	126212	66037
1313	126307	65941
1314	126395	65841
1315	126486	65742
1316	126586	65648
1317	126680	65550
1318	126766	65449
1319	126855	65349
1320	126955	65255
1321	127047	65157
1322	127131	65055
1323	127217	64953
1324	127310	64856
1325	127398	64756
1326	127493	64659
1327	127584	64560
1328	127680	64464
1329	127777	64368
1330	127870	64271
1331	127962	64173
1332	128062	64079
1333	128153	63980
1334	128243	63881
1335	128337	63784
1336	128436	63690
1337	128520	63587
1338	128604	63485
1339	128696	63387
1340	128786	63288
1341	128869	63186
1342	128951	63083
1343	129039	62983
1344	129128	62884
1345	129234	62793
1346	129403	62732
1347	129515	62643
1348	129616	62550
1349	129732	62464
1350	129824	62365
1351	129913	62266
1352	130007	62169
1353	130105	62074
1354	130196	61975
1355	130284	61875
1356	130379	61778
1357	130473	61681
1358	130563	61582
1359	130659	61486
1360	130751	61389
1361	130846	61292
1362	130942	61195
1363	131040	61100
1364	131122	60998
1365	131217	60901
1366	131316	60807
1367	131406	60708
1368	131495	60608
1369	131589	60511
1370	131684	60415
1371	131776	60317
1372	131863	60217
1373	131954	60118
1374	132047	60021
1375	132130	59919
1376	132209	59816
1377	132302	59718
1378	132404	59625
1379	132495	59526
1380	132583	59427
1381	132668	59326
1382	132759	59228
1383	132845	59127
1384	132934	59028
1385	133018	58927
1386	133106	58828
1387	133196	58729
1388	133284	58629
1389	133379	58533
1390	133477	58438
1391	133567	58339
1392	133654	58239
1393	133747	58142
1394	133844	58047
1395	133934	57948
1396	134033	57854
1397	134119	57753
1398	134213	57657
1399	134299	57557
1400	134384	57456
1401	134476	57358
1402	134570	57262
1403	134667	57166
1404	134755	57067
1405	134854	56972
1406	135023	56907
1407	135111	56808
1408	135195	56707
1409	135284	56608
1410	135369	56507
1411	135461	56410
1412	135555	56313
1413	135644	56214
1414	135735	56116
1415	135824	56017
1416	135914	55919
1417	136013	55824
1418	136096	55723
1419	136187	55625
1420	136266	55523
1421	136357	55425
1422	136448	55327
1423	136543	55230
1424	136632	55132
1425	136718	55032
1426	136806	54933
1427	136892	54833
1428	136983	54735
1429	137083	54641
1430	137171	54542
1431	137268	54447
1432	137348	54345
1433	137443	54249
1434	137534	54151
1435	137631	54055
1436	137719	53956
1437	137812	53860
1438	137902	53761
1439	138002	53667
1440	138084	53566
1441	138189	53474
1442	138281	53376
1443	138381	53282
1444	138477	53186
1445	138575	53091
1446	138668	52994
1447	138760	52897
1448	138852	52800
1449	138951	52705
1450	139046	52609
1451	139136	52511
1452	139224	52412
1453	139308	52312
1454	139390	52211
1455	139478	52112
1456	139563	52012
1457	139654	51915
1458	139742	51816
1459	139837	51720
1460	139928	51623
1461	140022	51526
1462	140107	51426
1463	140195	51328
1464	140281	51229
1465	140423	51150
1466	140510	51051
1467	140601	50953
1468	140690	50855
1469	140774	50755
1470	140867	50658
1471	140970	50565
1472	141060	50467
1473	141151	50370
1474	141250	50275
1475	141336	50176
1476	141426	50078
1477	141517	49981
1478	141606	49882
1479	141700	49786
1480	141792	49689
1481	141883	49592
1482	141973	49494
1483	142054	49393
1484	142143	49295
1485	142235	49198
1486	142320	49099
1487	142419	49004
1488	142505	48905
1489	142604	48811
1490	142689	48711
1491	142771	48611
1492	142866	48515
1493	142957	48417
1494	143040	48318
1495	143132	48221
1496	143224	48124
1497	143318	48028
1498	143403	47928
1499	143488	47829
1500	143576	47731
1501	143670	47635
1502	143761	47537
1503	143856	47442
1504	143949	47345
1505	144029	47244
1506	144122	47148
1507	144211	47050
1508	144308	46955
1509	144396	46857
1510	144474	46755
1511	144563	46658
1512	144646	46558
1513	144739	46462
1514	144835	46366
1515	144921	46267
1516	145006	46168
1517	145098	46072
1518	145191	45975
1519	145275	45876
1520	145364	45778
1521	145450	45680
1522	145536	45581
1523	145631	45485
1524	145781	45407
1525	145881	45313
1526	145974	45216
1527	146058	45117
1528	146142	45018
1529	146234	44921
1530	146322	44823
1531	146415	44727
1532	146509	44631
1533	146594	44532
1534	146687	44436
1535	146774	44338
1536	146861	44240
1537	146957	44144
1538	147043	44046
1539	147130	43948
1540	147217	43850
1541	147312	43754
1542	147410	43659
1543	147499	43562
1544	147595	43466
1545	147690	43370
1546	147776	43272
1547	147870	43176
1548	147968	43081
1549	148063	42986
1550	148145	42886
1551	148236	42789
1552	148324	42692
1553	148407	42593
1554	148494	42495
1555	148592	42400
1556	148685	42304
1557	148780	42208
1558	148872	42112
1559	148964	42015
1560	149050	41917
1561	149147	41822
1562	149234	41724
1563	149334	41630
1564	149435	41536
1565	149535	41442
1566	149633	41347
1567	149729	41252
1568	149823	41156
1569	149918	41060
1570	150007	40963
1571	150101	40867
1572	150195	40771
1573	150289	40675
1574	150391	40581
1575	150481	40484
1576	150566	40386
1577	150660	40290
1578	150748	40193
1579	150840	40096
1580	150935	40001
1581	151020	39902
1582	151108	39805
1583	151201	39709
1584	151366	39632
1585	151458	39535
1586	151548	39438
1587	151642	39342
1588	151731	39245
1589	151826	39150
1590	151921	39054
1591	152010	38957
1592	152095	38859
1593	152183	38761
1594	152268	38663
1595	152359	38567
1596	152455	38471
1597	152554	38377
1598	152652	38282
1599	152745	38186
1600	152832	38088
1601	152921	37991
1602	153013	37895
1603	153105	37799
1604	153194	37702
1605	153290	37606
1606	153378	37509
1607	153472	37413
1608	153562	37317
1609	153657	37221
1610	153761	37127
1611	153854	37031
1612	153955	36937
1613	154045	36841
1614	154129	36742
1615	154219	36646
1616	154314	36550
1617	154412	36455
1618	154505	36359
1619	154594	36262
1620	154682	36165
1621	154767	36067
1622	154866	35973
1623	154952	35875
1624	155039	35778
1625	155124	35680
1626	155216	35584
1627	155306	35487
1628	155402	35392
1629	155508	35299
1630	155591	35201
1631	155679	35104
1632	155771	35008
1633	155860	34911
1634	155944	34813
1635	156029	34715
1636	156109	34616
1637	156194	34519
1638	156280	34421
1639	156363	34323
1640	156452	34226
1641	156540	34130
1642	156627	34032
1643	156711	33935
1644	156792	33836
1645	156887	33741
1646	157035	33657
1647	157120	33559
1648	157207	33462
1649	157293	33365
1650	157377	33267
1651	157471	33172
1652	157565	33076
1653	157654	32979
1654	157748	32884
1655	157838	32787
1656	157924	32690
1657	158016	32594
1658	158103	32497
1659	158193	32401
1660	158273	32302
1661	158365	32206
1662	158452	32109
1663	158538	32012
