iter	MAE
1513	0.1343678071
1514	0.1343567475
1515	0.1343505793
1516	0.1343380724
1517	0.134320668
1518	0.1343037045
1519	0.1342983549
1520	0.1342886758
1521	0.1342828273
1522	0.134278551
1523	0.1342695661
1524	0.1342615981
1525	0.1342562831
1526	0.1342516469
1527	0.1342462875
1528	0.1342424881
1529	0.1342338829
1530	0.1342302934
1531	0.1342247097
1532	0.134216139
1533	0.1342063706
1534	0.1341966904
1535	0.1341912552
1536	0.1341879044
1537	0.1341831818
1538	0.1341779469
1539	0.134164115
1540	0.1341584431
1541	0.1341514784
1542	0.1341394663
1543	0.1341351115
1544	0.1341272652
1545	0.1341216251
1546	0.1341076913
1547	0.1341034757
1548	0.1340950439
1549	0.134083646
1550	0.1340670129
1551	0.1340563235
1552	0.1340460008
1553	0.1340409088
1554	0.134037805
1555	0.1340189708
1556	0.1339900663
1557	0.1339751148
1558	0.1339677877
1559	0.1339573783
1560	0.1339507856
1561	0.1339364027
1562	0.1339263585
1563	0.1339176509
1564	0.1339069571
1565	0.1338964056
1566	0.133885371
1567	0.1338718738
1568	0.1338616216
1569	0.1338508209
1570	0.1338322689
1571	0.1338249596
1572	0.133821019
1573	0.1338104343
1574	0.1338011808
1575	0.1337934034
1576	0.1337843352
1577	0.1337767687
1578	0.133766537
1579	0.133750958
1580	0.1337380274
1581	0.1337285592
1582	0.1337192228
1583	0.133712621
1584	0.1337035605
1585	0.1336939504
1586	0.1336843403
1587	0.1336746611
1588	0.1336654581
1589	0.1336584777
1590	0.1336482472
1591	0.1336406446
1592	0.1336328188
1593	0.1336254356
1594	0.1336198101
1595	0.1336114711
1596	0.1336047687
1597	0.1335984003
1598	0.1335924028
1599	0.1335882855
1600	0.1335796728
1601	0.1335706173
1602	0.1335567351
1603	0.1335432718
1604	0.1335380465
1605	0.1335313616
1606	0.1335282958
1607	0.1335125456
1608	0.1335093799
1609	0.1335029279
1610	0.1334880294
1611	0.1334764788
1612	0.1334619733
1613	0.133448907
1614	0.1334330285
1615	0.1334223237
1616	0.1334088676
1617	0.1333962676
1618	0.1333872167
1619	0.1333785184
1620	0.133372812
1621	0.1333681428
1622	0.1333508774
1623	0.133342885
1624	0.1333325476
1625	0.1333182131
1626	0.1333034788
1627	0.133296612
1628	0.1332870275
1629	0.1332745123
1630	0.1332668
1631	0.1332574509
1632	0.133250795
1633	0.1332444779
1634	0.1332305892
1635	0.1332240482
1636	0.1332146186
1637	0.1332061093
1638	0.1332029942
1639	0.1331997908
1640	0.1331853883
1641	0.1331787534
1642	0.1331756309
1643	0.1331694896
1644	0.1331618939
1645	0.1331541306
1646	0.1331479529
1647	0.1331407588
1648	0.1331356257
1649	0.133129808
1650	0.1331270873
1651	0.1331180983
1652	0.1331114278
1653	0.1330987943
1654	0.1330896109
1655	0.1330841812
1656	0.1330814096
1657	0.1330753186
1658	0.1330648898
1659	0.1330578308
1660	0.1330526605
1661	0.133042136
1662	0.1330295046
1663	0.1330202717
1664	0.1330095749
1665	0.1330033819
1666	0.1329977228
1667	0.132982928
1668	0.1329781373
1669	0.1329692654
1670	0.1329595255
1671	0.1329479654
1672	0.1329284915
1673	0.132925219
1674	0.1329185947
1675	0.1329086292
1676	0.1329040589
1677	0.1328990179
1678	0.1328946889
1679	0.132884068
1680	0.1328749016
1681	0.1328610638
1682	0.1328509149
1683	0.132837934
1684	0.1328319373
1685	0.1328258049
1686	0.132818782
1687	0.1328080104
1688	0.1327952216
1689	0.132792792
1690	0.1327901793
1691	0.1327857344
1692	0.1327778414
1693	0.1327690024
1694	0.1327595967
1695	0.1327529362
1696	0.1327456988
1697	0.1327362415
1698	0.1327282368
1699	0.1327232025
1700	0.1327142448
1701	0.1327044954
1702	0.1326963119
1703	0.1326922572
1704	0.1326888851
1705	0.132683523
1706	0.1326762527
1707	0.1326704088
1708	0.1326637435
1709	0.1326502062
1710	0.1326364683
1711	0.1326215729
1712	0.1326143216
1713	0.1325966011
1714	0.1325898839
1715	0.1325685702
1716	0.132561656
1717	0.1325589349
1718	0.1325551434
1719	0.1325471266
1720	0.1325408257
1721	0.1325332375
1722	0.1325267516
1723	0.1325193345
1724	0.1325155264
1725	0.1325092506
1726	0.1324979233
1727	0.1324904421
1728	0.1324825458
1729	0.1324760174
1730	0.1324665374
1731	0.1324524468
1732	0.1324439406
1733	0.1324368597
1734	0.1324288455
1735	0.1324214848
1736	0.1324135164
1737	0.132408253
1738	0.132399236
1739	0.1323904443
1740	0.132382274
1741	0.132374358
1742	0.1323663698
1743	0.1323564526
1744	0.1323475309
1745	0.1323391685
1746	0.1323305049
1747	0.1323184521
1748	0.1323073942
1749	0.1323014477
1750	0.1322934233
1751	0.1322866855
1752	0.1322745289
1753	0.132266996
1754	0.1322612391
1755	0.1322540747
1756	0.1322422543
1757	0.1322352324
1758	0.1322279663
1759	0.1322250279
1760	0.1322179548
1761	0.1322133922
1762	0.1322074445
1763	0.1322014091
1764	0.1321954522
1765	0.1321887349
1766	0.1321766484
1767	0.132172027
1768	0.132164947
1769	0.1321572608
1770	0.1321515958
1771	0.1321286179
1772	0.1321173774
1773	0.1320967324
1774	0.1320794012
1775	0.1320694212
1776	0.1320617069
1777	0.1320517881
1778	0.132045169
1779	0.1320369525
1780	0.1320315483
1781	0.1320236203
1782	0.1320100799
1783	0.1320036266
1784	0.131998202
1785	0.13199049
1786	0.1319835469
1787	0.1319755573
1788	0.131970089
1789	0.131962892
1790	0.1319550316
1791	0.1319490073
1792	0.131934251
1793	0.1319288419
1794	0.1319162423
1795	0.1319118759
1796	0.1319045934
1797	0.1318977026
1798	0.1318899052
1799	0.1318816045
1800	0.1318715348
1801	0.1318672627
1802	0.1318613383
1803	0.1318538545
1804	0.1318472174
1805	0.131841117
1806	0.1318342057
1807	0.131827876
1808	0.1318199874
1809	0.1318158034
1810	0.1318104705
1811	0.131809053
1812	0.1318043819
1813	0.1318001814
1814	0.1317948405
1815	0.1317864656
1816	0.1317807226
1817	0.1317742003
1818	0.131767005
1819	0.1317600697
1820	0.1317494675
1821	0.131743986
1822	0.1317362892
1823	0.1317293975
1824	0.1317240251
1825	0.1317131328
1826	0.1317077793
1827	0.1317021159
1828	0.1316950235
1829	0.1316887756
1830	0.13168156
1831	0.1316772927
1832	0.131668429
1833	0.1316632589
1834	0.1316542546
1835	0.1316475164
1836	0.1316377387
1837	0.1316177786
1838	0.1316080482
1839	0.1315974538
1840	0.1315851937
1841	0.1315712372
1842	0.1315609759
1843	0.1315566694
1844	0.1315514093
1845	0.1315458294
1846	0.1315358315
1847	0.131520427
1848	0.1315149537
1849	0.1315007778
1850	0.1314945899
1851	0.1314902589
1852	0.1314862831
1853	0.1314799641
1854	0.1314739723
1855	0.1314694121
1856	0.1314592535
1857	0.1314566952
1858	0.1314525741
1859	0.1314430727
1860	0.131436115
1861	0.1314313084
1862	0.131427815
1863	0.1314214612
1864	0.1314129905
1865	0.1314050895
1866	0.1313989664
1867	0.1313919863
1868	0.1313854132
1869	0.1313796194
1870	0.1313730799
1871	0.1313685202
1872	0.1313640571
1873	0.1313580758
1874	0.1313523874
1875	0.1313481834
1876	0.1313393344
1877	0.1313335392
1878	0.1313283074
1879	0.1313232435
1880	0.1313037083
1881	0.1312986502
1882	0.1312903351
1883	0.1312843329
1884	0.1312781737
1885	0.1312724663
1886	0.1312622223
1887	0.1312553005
1888	0.1312485845
1889	0.1312431233
1890	0.1312370743
1891	0.1312319187
1892	0.1312270607
1893	0.1312239081
1894	0.1312167082
1895	0.1312055852
1896	0.1311997405
1897	0.1311915741
1898	0.1311848938
1899	0.1311776137
1900	0.1311706603
1901	0.1311599915
1902	0.1311474093
1903	0.1311406389
1904	0.1311297062
1905	0.1311181517
1906	0.1311085822
1907	0.131095524
1908	0.1310867919
1909	0.1310734617
1910	0.1310608409
1911	0.1310521422
1912	0.1310406046
1913	0.1310333884
1914	0.1310186064
1915	0.1310109196
1916	0.1310029244
1917	0.130994662
1918	0.1309855816
1919	0.1309740916
1920	0.1309671273
1921	0.1309615061
1922	0.1309545788
1923	0.1309495319
1924	0.130943743
1925	0.1309374526
1926	0.1309295192
1927	0.1309182244
1928	0.1309080265
1929	0.1308969659
1930	0.1308897762
1931	0.130880987
1932	0.1308782754
1933	0.1308741626
1934	0.1308616195
1935	0.1308509558
1936	0.1308405664
1937	0.1308340059
1938	0.1308286445
1939	0.130822958
1940	0.1308151279
1941	0.1308099104
1942	0.130798223
1943	0.1307903694
1944	0.1307851166
1945	0.1307748872
1946	0.1307660187
1947	0.1307576632
1948	0.130754619
1949	0.1307419087
1950	0.130733807
1951	0.1307297644
1952	0.1307217017
1953	0.1307163548
1954	0.1307056752
1955	0.1306983631
1956	0.1306902054
1957	0.1306786111
1958	0.1306731198
1959	0.1306666165
1960	0.1306542064
1961	0.1306431953
1962	0.1306358706
1963	0.1306272085
1964	0.1306221421
1965	0.1306018323
1966	0.1305924489
1967	0.1305815137
1968	0.1305787687
1969	0.1305754708
1970	0.1305638808
1971	0.1305605311
1972	0.1305584781
1973	0.1305500232
1974	0.1305424295
1975	0.1305260332
1976	0.1305227789
1977	0.1305132941
1978	0.1305054449
1979	0.1305004687
1980	0.1304984252
1981	0.1304924468
1982	0.1304844174
1983	0.1304742748
1984	0.1304706247
1985	0.130461578
1986	0.1304490015
1987	0.130437633
1988	0.1304354297
1989	0.1304247255
1990	0.1304194931
1991	0.1304166601
1992	0.1304042828
1993	0.1303945422
1994	0.130384795
1995	0.1303784703
1996	0.1303668855
1997	0.1303535617
1998	0.1303436505
1999	0.1303352201
