iter	MAE
178	0.1890620707
179	0.1888091901
180	0.1884948467
181	0.1881641223
182	0.1879153294
183	0.1876772342
184	0.187455901
185	0.1872010017
186	0.1869738956
187	0.1867424111
188	0.1864341718
189	0.1862051138
190	0.1859588936
191	0.1857236368
192	0.1854457882
193	0.1851342559
194	0.1848223519
195	0.1846280668
196	0.1844066441
197	0.1841352852
198	0.183848727
199	0.1836309697
200	0.1833401931
201	0.1831428829
202	0.1829426909
203	0.1827262733
204	0.182540057
205	0.1823076024
206	0.1821130533
207	0.1819092804
208	0.1817357196
209	0.1815384779
210	0.1813706274
211	0.181126329
212	0.1809043873
213	0.1806441021
214	0.1804411371
215	0.1801982502
216	0.1799759126
217	0.1797279722
218	0.1794775368
219	0.1792824561
220	0.1790369303
221	0.1788769202
222	0.1787159135
223	0.1785309252
224	0.1783227965
225	0.1781564225
226	0.1780020691
227	0.1778257481
228	0.1776697353
229	0.1774881705
230	0.177332084
231	0.1771445116
232	0.1769247709
233	0.176714188
234	0.1765546457
235	0.1763931414
236	0.1762481725
237	0.1761021951
238	0.1759245132
239	0.1757836123
240	0.175654441
241	0.1754701045
242	0.1753174528
243	0.1752026438
244	0.1750619991
245	0.1749442953
246	0.1748213293
247	0.1746931884
248	0.1745066079
249	0.1742697731
250	0.1741534468
251	0.1740063515
252	0.1738394188
253	0.173709144
254	0.1735694508
255	0.1733876046
256	0.1732540895
257	0.1731549343
258	0.1730354414
259	0.1729320606
260	0.1728053332
261	0.1726176131
262	0.1724936582
263	0.1723049714
264	0.1721782081
265	0.1720319104
266	0.1719237656
267	0.171774109
268	0.1716409433
269	0.1715237036
270	0.1713489003
271	0.1712582121
272	0.17112676
273	0.1710050745
274	0.1708599527
275	0.1707257941
276	0.1706152769
277	0.1705316794
278	0.1704443502
279	0.170370944
280	0.1702457998
281	0.1701533818
282	0.1700285645
283	0.1699382801
284	0.1698495746
285	0.1697396103
286	0.1696326897
287	0.1695152565
288	0.1693901075
289	0.1692665475
290	0.169166032
291	0.1690769378
292	0.1689393793
293	0.1688546199
294	0.1687599623
295	0.1686732811
296	0.1685603038
297	0.1684607601
298	0.16832488
299	0.1682296213
300	0.1681397175
301	0.16802271
302	0.1679323887
303	0.1678480366
304	0.1677295434
305	0.1676599912
306	0.1675805061
307	0.1674859139
308	0.1673910495
309	0.167281258
310	0.1672070335
311	0.1671094173
312	0.1670173717
313	0.1669410793
314	0.1668739813
315	0.1667735699
316	0.1667048623
317	0.1666314807
318	0.1665518329
319	0.1664813913
320	0.1664204457
321	0.1663440153
322	0.166269986
323	0.1661963044
324	0.1661206388
325	0.1660548441
326	0.1659821929
327	0.1659110698
328	0.1658011391
329	0.1657273797
330	0.1656341744
331	0.1655503795
332	0.1654828454
333	0.1654097544
334	0.1653352709
335	0.1652476238
336	0.1651848518
337	0.1651309053
338	0.1650375636
339	0.1649471077
340	0.1648833698
341	0.164801764
342	0.1646771214
343	0.1645950404
344	0.1645210314
345	0.1644527113
346	0.164390413
347	0.1643128931
348	0.1642155683
349	0.1641441466
350	0.1640788647
351	0.1640197287
352	0.1639440445
353	0.1638867605
354	0.1638205908
355	0.1637605729
356	0.1636981188
357	0.1636349521
358	0.1635539594
359	0.1634970095
360	0.1634478319
361	0.1633862875
362	0.1633075493
363	0.1632464449
364	0.1631900769
365	0.1631302386
366	0.1630764315
367	0.1630216665
368	0.1629708973
369	0.1629059283
370	0.1628476611
371	0.1627911728
372	0.1627028088
373	0.1626540255
374	0.1625947393
375	0.1625340217
376	0.1624710226
377	0.1624160521
378	0.1623782415
379	0.1622690043
380	0.1621872802
381	0.1621260334
382	0.1620681824
383	0.162023568
384	0.1619609757
385	0.1618998203
386	0.1618438509
387	0.1617830703
388	0.161715494
389	0.1616462082
390	0.1615738661
391	0.1615184385
392	0.1614628276
393	0.161408334
394	0.1613539448
395	0.1613061365
396	0.1612392947
397	0.1611538682
398	0.1611064054
399	0.1610423074
400	0.1609840554
401	0.1609270755
402	0.16088636
403	0.1608454946
404	0.1607792309
405	0.1607297329
406	0.1606527837
407	0.1606060542
408	0.1605498892
409	0.1604703975
410	0.1604121792
411	0.1603573043
412	0.1603098032
413	0.1602615476
414	0.1602072354
415	0.160155832
416	0.1600839961
417	0.160016986
418	0.1599591451
419	0.1599064199
420	0.1598428926
421	0.1597695149
422	0.1597044159
423	0.1596509262
424	0.1596055949
425	0.1595496462
426	0.1595043771
427	0.159447673
428	0.159389198
429	0.1593271638
430	0.1592326174
431	0.1591801179
432	0.1591412246
433	0.1590990124
434	0.1590398878
435	0.1589884752
436	0.1589466567
437	0.1588850939
438	0.1588379132
439	0.1587646224
440	0.1587184191
441	0.1586648665
442	0.1586080975
443	0.1585590535
444	0.1585127113
445	0.1584666624
446	0.1583821301
447	0.1583451886
448	0.1583081657
449	0.1582692054
450	0.1582291684
451	0.1581725427
452	0.1581151305
453	0.1580641094
454	0.1580081881
455	0.1579684038
456	0.1579356677
457	0.1578968777
458	0.1578477148
459	0.1578021591
460	0.157751699
461	0.1576895406
462	0.1576431003
463	0.1576044821
464	0.1575586539
465	0.1575189364
466	0.1574837578
467	0.1574122601
468	0.1573642645
469	0.1573095557
470	0.1572517719
471	0.1572238185
472	0.1571804543
473	0.1571297835
474	0.1570972106
475	0.1570338481
476	0.156977562
477	0.1569056555
478	0.1568547443
479	0.1568021226
480	0.1567636215
481	0.1567098389
482	0.1566635765
483	0.1566112765
484	0.1565674771
485	0.1565421724
486	0.1565187441
487	0.1564727419
488	0.1564354508
489	0.1564015876
490	0.1563550767
491	0.1563134658
492	0.1562832358
493	0.1562529601
494	0.1561996191
495	0.1561603447
496	0.1561198179
497	0.1560164004
498	0.1559758232
499	0.1559341297
500	0.1559005499
501	0.155867332
502	0.1558248741
503	0.1557971254
504	0.1557650925
505	0.1557191323
506	0.1556865921
507	0.1556560786
508	0.1556203646
509	0.1555539857
510	0.1555218745
511	0.1554706344
512	0.1554071165
513	0.1553740506
514	0.1553416214
515	0.1552641042
516	0.1552304039
517	0.1551866899
518	0.1551393589
519	0.1551056491
520	0.1550570407
521	0.1550248288
522	0.1549897951
523	0.1549306873
524	0.1548791254
525	0.1548403938
526	0.1548018443
527	0.1547663801
528	0.1547431918
529	0.1546886749
530	0.1546610109
531	0.1546295289
532	0.154603345
533	0.1545666181
534	0.1545374991
535	0.1544907916
536	0.1544552493
537	0.1544285398
538	0.1543808449
539	0.1543523136
540	0.1543256802
541	0.1542923782
542	0.1542585862
543	0.1542259549
544	0.1541833253
545	0.1541463575
546	0.154062629
547	0.1540370216
548	0.15399198
549	0.1539615751
550	0.1539218999
551	0.1538891549
552	0.1538484577
553	0.1538052708
554	0.1537647217
555	0.1537346625
556	0.1537024458
557	0.1536535447
558	0.153616829
559	0.1535705147
560	0.1535224364
561	0.153488346
562	0.1534658318
563	0.1534218918
564	0.1533855012
565	0.1533532463
566	0.1533110591
567	0.1532757287
568	0.153223616
569	0.1531754915
570	0.1531390444
571	0.1530997782
572	0.1530658036
573	0.1530233411
574	0.1529758472
575	0.1529284513
576	0.1528909011
577	0.1528676723
578	0.1528386935
579	0.1528085222
580	0.1527634821
581	0.1527324165
582	0.1527033783
583	0.1526724369
584	0.1526263906
585	0.1525923424
586	0.1525623466
587	0.1525203764
588	0.1524991142
589	0.1524644373
590	0.1524423821
591	0.1524036167
592	0.1523753622
593	0.152351529
594	0.1523253836
595	0.1522977063
596	0.1522613959
597	0.1522128653
598	0.1521295673
599	0.1520909717
600	0.1520605337
601	0.1520351023
602	0.1519984349
603	0.1519624369
604	0.15193284
605	0.1519001365
606	0.1518731261
607	0.1518469501
608	0.1518173458
609	0.151785448
610	0.151752883
611	0.1516822941
612	0.1516479344
613	0.1516219941
614	0.1515813904
615	0.1515304107
616	0.1515030633
617	0.151476136
618	0.1514515976
619	0.151414136
620	0.1513823641
621	0.1513593659
622	0.1513354273
623	0.1512908153
624	0.151248403
625	0.1512241192
626	0.1511954111
627	0.1511640071
628	0.1511119013
629	0.1510861852
630	0.1510489343
631	0.1510162818
632	0.1509821107
633	0.1509163141
634	0.1508832829
635	0.1508580158
636	0.150818982
637	0.1507528026
638	0.1507088387
639	0.1506789394
640	0.1506495435
641	0.1506253049
642	0.1505989468
643	0.1505326217
644	0.1505037113
645	0.1504809206
646	0.1504402584
647	0.1503620972
648	0.15033918
649	0.1503156812
650	0.1502960037
651	0.1502662469
652	0.1502337188
653	0.1502088067
654	0.1501844253
655	0.1501548621
656	0.1501304391
657	0.150105413
658	0.1500614558
659	0.1500386254
660	0.1500071021
661	0.1499786258
662	0.1499570392
663	0.1498888661
664	0.1498469278
665	0.1498270104
666	0.1497665004
667	0.1497398592
668	0.1497112358
669	0.1496514041
670	0.1496253949
671	0.1496020249
672	0.1495720087
673	0.1495483981
674	0.1495173005
675	0.1494925807
676	0.1494631738
677	0.1494410988
678	0.1494022513
679	0.1493704753
680	0.1493474011
681	0.1493039963
682	0.1492678038
683	0.1492325825
684	0.1491979899
685	0.1491733489
686	0.1491368924
687	0.1491067866
688	0.1490667452
689	0.1490352994
690	0.1490104384
691	0.1489861779
692	0.1489628277
693	0.1489380693
694	0.1489068193
695	0.1488775029
696	0.1488488938
697	0.1488094024
698	0.1487643989
699	0.1487343204
700	0.1487046304
701	0.1486708848
702	0.1486458446
703	0.1486247068
704	0.1486000512
705	0.1485674677
706	0.1485337308
707	0.1485013929
708	0.1484607202
709	0.1484349256
710	0.1484038367
711	0.1483709497
712	0.1483360849
713	0.1483124746
714	0.1482827001
715	0.1482541786
716	0.1482340999
717	0.1482036113
718	0.1481726841
719	0.1481393313
720	0.1481100998
721	0.1480828337
722	0.1480545632
723	0.1480203748
724	0.1479972539
725	0.1479764939
726	0.1479579664
727	0.1479290663
728	0.1479077323
729	0.1478835429
730	0.1478596387
731	0.1478266024
732	0.1477805172
733	0.1477531432
734	0.1477332043
735	0.1477055995
736	0.1476833405
737	0.1476563402
738	0.147626644
739	0.1475964947
740	0.147558154
741	0.1475211621
742	0.1474891105
743	0.1474552797
744	0.1474305373
745	0.1473984974
746	0.1473739539
747	0.1473464746
748	0.1473212133
749	0.1472975456
750	0.1472798202
751	0.1472455159
752	0.1472220052
753	0.1471676425
754	0.1471495985
755	0.1471257129
756	0.1470863195
757	0.1470400607
758	0.1470042333
759	0.1469763759
760	0.1469551562
761	0.1469342995
762	0.1469009003
763	0.1468741514
764	0.1468449271
765	0.1468183122
766	0.1467937219
767	0.1467687904
768	0.146740972
769	0.1467207286
770	0.1466888273
771	0.1466687252
772	0.1466468555
773	0.1466045785
774	0.1465854981
775	0.1465653436
776	0.1465382712
777	0.1465171694
778	0.146489444
779	0.1464681521
780	0.1464459779
781	0.1464223507
782	0.1463847592
783	0.1463677266
784	0.146338745
785	0.146319591
786	0.1463015015
787	0.1462715003
788	0.1462461592
789	0.1462115235
790	0.1461842897
791	0.1461434591
792	0.1461240692
793	0.1460972296
794	0.1460676533
795	0.1460305658
796	0.1459890695
797	0.1459669842
798	0.1459311575
799	0.1459048298
800	0.1458719432
801	0.1458368613
802	0.145797177
803	0.1457649065
804	0.1457463424
805	0.1457147655
806	0.1456798888
807	0.1456372979
808	0.1455956668
809	0.145554776
810	0.1455174244
811	0.1454823856
812	0.1454566813
813	0.1454257378
814	0.1453939662
815	0.1453507279
816	0.1453301
817	0.1453010203
818	0.1452830893
819	0.145257527
820	0.1452286045
821	0.145208997
822	0.1451778514
823	0.1451448623
824	0.1451135825
825	0.1450885978
826	0.1450647727
827	0.1450365577
828	0.1450093112
829	0.1449889141
830	0.144968511
831	0.1449384851
832	0.144909064
833	0.1448887574
834	0.1448620438
835	0.1448357169
836	0.1448103713
837	0.1447905336
838	0.144761122
839	0.1447357139
840	0.1447099127
841	0.1446816325
842	0.1446519556
843	0.1446321504
844	0.1446120895
845	0.1445720569
846	0.1445293011
847	0.1445089806
848	0.144480761
849	0.1444603253
850	0.1444253376
851	0.1444058944
852	0.1443855421
853	0.1443648436
854	0.1443338851
855	0.1443115932
856	0.1442876521
857	0.1442658538
858	0.1442459992
859	0.1442199975
860	0.1441992213
861	0.1441766844
862	0.1441577201
863	0.1441311678
864	0.1441116298
865	0.1440894393
866	0.1440473268
867	0.1440262887
868	0.1440041881
869	0.143990288
870	0.1439758182
871	0.1439446367
872	0.1439139972
873	0.1438954454
874	0.1438653046
875	0.1438420474
876	0.143818194
877	0.1437903703
878	0.1437636797
879	0.1437436997
880	0.1437226896
881	0.1436986392
882	0.1436687702
883	0.143644217
884	0.1436237322
885	0.1435990521
886	0.1435854614
887	0.1435683315
888	0.1435437605
889	0.1435192579
890	0.143495967
891	0.1434785958
892	0.1434639971
893	0.1434447226
894	0.1434235357
895	0.1433995944
896	0.1433785231
897	0.1433554528
898	0.1433295018
899	0.1433100839
900	0.143286484
901	0.143259431
902	0.1432314163
903	0.1432040675
904	0.143184793
905	0.1431706197
906	0.1431368538
907	0.1431211251
908	0.1430969589
909	0.1430817786
910	0.1430610796
911	0.1430423807
912	0.1430213375
913	0.1430007392
914	0.1429808429
915	0.1429596871
916	0.1429310901
917	0.1429016213
918	0.1428852975
919	0.142860693
920	0.1428430524
921	0.1428222926
922	0.1428068823
923	0.1427839154
924	0.1427701264
925	0.1427487163
926	0.1427263885
927	0.1427020419
928	0.1426735939
929	0.1426522336
930	0.1426356936
931	0.1426127405
932	0.1425896704
933	0.1425681948
934	0.1425518321
935	0.1425098284
936	0.1424932843
937	0.1424764936
938	0.1424273725
939	0.1424083345
940	0.1423850612
941	0.1423715531
942	0.142350761
943	0.1423359373
944	0.1423140044
945	0.1422966651
946	0.1422730663
947	0.142254366
948	0.142242551
949	0.1422154723
950	0.1422036436
951	0.1421850723
952	0.1421689783
953	0.1421424293
954	0.1421294555
955	0.1421113142
956	0.1420850444
957	0.142065854
958	0.1420532417
959	0.1420347776
960	0.1420161024
961	0.1419995556
962	0.14197426
963	0.1419569149
964	0.1419359474
965	0.1419234933
966	0.1419040069
967	0.1418836496
968	0.1418711855
969	0.1418567694
970	0.1418462864
971	0.1418233135
972	0.1418087426
973	0.1417868475
974	0.1417657909
975	0.1417502622
976	0.1417371366
977	0.1417209726
978	0.1417068117
979	0.141695582
980	0.141687004
981	0.1416745974
982	0.1416616217
983	0.1416521748
984	0.1416257264
985	0.1416137602
986	0.1415988347
987	0.1415769992
988	0.1415594935
989	0.1415384682
990	0.1415121613
991	0.1415010155
992	0.1414766219
993	0.1414568815
994	0.1414390268
995	0.1413985355
996	0.1413738055
997	0.1413603123
998	0.1413405087
999	0.1413260046
1000	0.1413101926
1001	0.1412962713
1002	0.1412706428
1003	0.1412518973
1004	0.1412338486
1005	0.1412160509
1006	0.1412064129
1007	0.1411947363
1008	0.141172773
1009	0.1411577706
1010	0.1411474397
1011	0.1411374383
1012	0.1411220669
1013	0.1411118656
1014	0.1410991912
1015	0.1410891451
1016	0.1410627254
1017	0.1410464935
1018	0.1410407764
1019	0.1410289119
1020	0.1410141557
1021	0.1410030926
1022	0.140989488
1023	0.140977251
1024	0.1409660079
1025	0.140938977
1026	0.1409245837
1027	0.1409138202
1028	0.1408944915
1029	0.1408700376
1030	0.1408521789
1031	0.1408339159
1032	0.1408204972
1033	0.1408070939
1034	0.1407927065
1035	0.1407833589
1036	0.1407675871
1037	0.1407556362
1038	0.1407429769
1039	0.1407348706
1040	0.1407161884
1041	0.140700584
1042	0.1406891837
1043	0.140673366
1044	0.1406613644
1045	0.1406528835
1046	0.1406351696
1047	0.1406239158
1048	0.1406084816
1049	0.1405942523
1050	0.1405767083
1051	0.1405632645
1052	0.1405342437
1053	0.1405222105
1054	0.1405099529
1055	0.1404884242
1056	0.1404667387
1057	0.1404533973
1058	0.1404362358
1059	0.1404226649
1060	0.1404074723
1061	0.1403810145
1062	0.1403590496
1063	0.1403493315
1064	0.1403371548
1065	0.1403105752
1066	0.140294426
1067	0.1402825179
1068	0.1402730211
1069	0.1402533244
1070	0.1402419164
1071	0.1402265241
1072	0.1402097629
1073	0.1402002601
1074	0.1401910848
1075	0.1401746898
1076	0.1401520056
1077	0.1401340201
1078	0.1401263815
1079	0.140114414
1080	0.140102009
1081	0.1400921404
1082	0.1400723771
1083	0.1400423454
1084	0.140026899
1085	0.1400140446
1086	0.1400046857
1087	0.1399876568
1088	0.1399604343
1089	0.1399521113
1090	0.1399368056
1091	0.1399218563
1092	0.1399129693
1093	0.1398970165
1094	0.1398898215
1095	0.1398758982
1096	0.1398547281
1097	0.1398332849
1098	0.1398150017
1099	0.1397914776
1100	0.1397693857
1101	0.1397564256
1102	0.139737569
1103	0.1397212523
1104	0.139703289
1105	0.1396844558
1106	0.139660359
1107	0.139636289
1108	0.1396240802
1109	0.1395765707
1110	0.13955761
1111	0.1395112294
1112	0.1394914694
1113	0.1394450022
1114	0.1394180255
1115	0.1393987991
1116	0.139386252
1117	0.139373918
1118	0.1393537231
1119	0.1393389718
1120	0.1393218593
1121	0.1393073491
1122	0.139293628
1123	0.1392801562
1124	0.1392705498
1125	0.1392569486
1126	0.1392347123
1127	0.1392249596
1128	0.1392104999
1129	0.1391923157
1130	0.1391750477
1131	0.1391642839
1132	0.1391452799
1133	0.1391338879
1134	0.1391193512
1135	0.1391028807
1136	0.1390958166
1137	0.1390828802
1138	0.1390635395
1139	0.1390496948
1140	0.1390270132
1141	0.1390069649
1142	0.1389892071
1143	0.1389736086
1144	0.1389488012
1145	0.1389286951
1146	0.1389051709
1147	0.1388941797
1148	0.1388822265
1149	0.1388697945
1150	0.1388531938
1151	0.1388334635
1152	0.1388129319
1153	0.1387904743
1154	0.1387778592
1155	0.1387608592
1156	0.1387514873
1157	0.1387414229
1158	0.1387329172
1159	0.1387166701
1160	0.138691636
1161	0.1386729079
1162	0.1386605464
1163	0.1386340842
1164	0.1386195538
1165	0.1386079465
1166	0.1385877338
1167	0.1385795148
1168	0.1385681739
1169	0.1385423607
1170	0.1385253963
1171	0.1385093073
1172	0.1384942912
1173	0.138479698
1174	0.1384722841
1175	0.1384540213
1176	0.138445282
1177	0.1384391679
1178	0.1384259095
1179	0.1384148798
1180	0.1384031969
1181	0.1383907564
1182	0.138382471
1183	0.1383710641
1184	0.1383619247
1185	0.1383488568
1186	0.1383238941
1187	0.1383134809
1188	0.1382892763
1189	0.1382731656
1190	0.1382638936
1191	0.1382526344
1192	0.1382433683
1193	0.1382233683
1194	0.1382073577
1195	0.1381842252
1196	0.1381688549
1197	0.1381550994
1198	0.1381466115
1199	0.1381363035
1200	0.1381256493
1201	0.1381105386
1202	0.1380851319
1203	0.1380802513
1204	0.1380678106
1205	0.1380532549
1206	0.1380358778
1207	0.1380113429
1208	0.1380003746
1209	0.137987501
1210	0.1379726014
1211	0.1379615703
1212	0.137950875
1213	0.1379334006
1214	0.1379208888
1215	0.1378983392
1216	0.1378849905
1217	0.1378727992
1218	0.1378566411
1219	0.1378416752
1220	0.1378287837
1221	0.1378154674
1222	0.1378049614
1223	0.1377911585
1224	0.1377793043
1225	0.1377704108
1226	0.1377620314
1227	0.1377484592
1228	0.1377321424
1229	0.1377181907
1230	0.1377026151
1231	0.1376883688
1232	0.1376777559
1233	0.137664076
1234	0.1376544153
1235	0.1376352369
1236	0.1376107857
1237	0.1375990171
1238	0.1375870139
1239	0.1375636069
1240	0.1375517594
1241	0.1375310011
1242	0.137523306
1243	0.1375116264
1244	0.1375063248
1245	0.1374950295
1246	0.1374770168
1247	0.1374564349
1248	0.1374454121
1249	0.1374362707
1250	0.1374269962
1251	0.137415832
1252	0.1374069888
1253	0.1373963905
1254	0.1373885444
1255	0.1373754015
1256	0.1373545414
1257	0.1373478511
1258	0.1373394255
1259	0.137331206
1260	0.137308037
1261	0.1372979743
1262	0.137292765
1263	0.1372763975
1264	0.137267536
1265	0.1372561294
1266	0.1372498176
1267	0.1372403815
1268	0.1372186356
1269	0.1372091956
1270	0.1371996672
1271	0.1371791273
1272	0.1371668213
1273	0.1371505924
1274	0.1371347752
1275	0.1371144116
1276	0.1370900866
1277	0.1370812052
1278	0.1370640578
1279	0.1370542418
1280	0.137032177
1281	0.1370131966
1282	0.1369917149
1283	0.1369836338
1284	0.1369778694
1285	0.1369620318
1286	0.1369557084
1287	0.1369416129
1288	0.1369308907
1289	0.1369235167
1290	0.1369053587
1291	0.1368982937
1292	0.1368910124
1293	0.1368837774
1294	0.1368770786
1295	0.1368623542
1296	0.1368408234
1297	0.1368279743
1298	0.1368113046
1299	0.1368040524
1300	0.1367851716
1301	0.1367786481
1302	0.1367630335
1303	0.1367497676
1304	0.1367324164
1305	0.1367219523
1306	0.1367130478
1307	0.1366954645
1308	0.1366776493
1309	0.1366627233
1310	0.1366478217
1311	0.1366355454
1312	0.136624695
1313	0.1366037523
1314	0.136584189
1315	0.1365749327
1316	0.1365631794
1317	0.1365498431
1318	0.1365294238
1319	0.1365139323
1320	0.1364909176
1321	0.1364716422
1322	0.1364592505
1323	0.1364530304
1324	0.136443051
1325	0.1364372166
1326	0.1364273975
1327	0.1364218108
1328	0.1364105819
1329	0.1364007003
1330	0.1363844215
1331	0.1363678262
1332	0.1363549775
1333	0.1363402124
1334	0.1363272762
1335	0.1363046025
1336	0.13628719
1337	0.136281229
1338	0.1362701964
1339	0.136263038
1340	0.1362516255
1341	0.1362443621
1342	0.1362343632
1343	0.1362172582
1344	0.1362010673
1345	0.1361838618
1346	0.1361651163
1347	0.136155286
1348	0.1361373619
1349	0.1361180451
1350	0.1361091401
1351	0.1361004151
1352	0.136091224
1353	0.1360749446
1354	0.1360583979
1355	0.1360520539
1356	0.1360458655
1357	0.1360399832
1358	0.1360308185
1359	0.1360221485
1360	0.1360112533
1361	0.1360027765
1362	0.1359900292
1363	0.1359801825
1364	0.1359771517
1365	0.1359584464
1366	0.1359463221
1367	0.1359287926
1368	0.1359174853
1369	0.1359077591
1370	0.1358937505
1371	0.1358846039
1372	0.1358751687
1373	0.1358648501
1374	0.1358519546
1375	0.1358407845
1376	0.13583162
1377	0.1358168088
1378	0.135800635
1379	0.1357935152
1380	0.1357834532
1381	0.1357737074
1382	0.1357590035
1383	0.1357481746
1384	0.1357353936
1385	0.1357250132
1386	0.1357167743
1387	0.1357108196
1388	0.1357056516
1389	0.1356852168
1390	0.1356723761
1391	0.1356611104
1392	0.1356560273
1393	0.1356453318
1394	0.135634182
1395	0.1356169396
1396	0.1356064821
1397	0.1355956998
1398	0.1355819213
1399	0.135567924
1400	0.1355605581
1401	0.1355455137
1402	0.1355339418
1403	0.1355192417
1404	0.1355080654
1405	0.1354907975
1406	0.1354744182
1407	0.1354679323
1408	0.1354585893
1409	0.1354426482
1410	0.1354354161
1411	0.1354228287
1412	0.1354038325
1413	0.1353874868
1414	0.1353747228
1415	0.1353655464
1416	0.1353509579
1417	0.1353427329
1418	0.1353335129
1419	0.1353198197
1420	0.1353099969
1421	0.1352964229
1422	0.1352891342
1423	0.1352727719
1424	0.1352668937
1425	0.1352587604
1426	0.1352496667
1427	0.1352402282
1428	0.1352284068
1429	0.1352163068
1430	0.1352044923
1431	0.1351957275
1432	0.135186964
1433	0.1351739513
1434	0.1351648896
1435	0.1351529653
1436	0.1351428512
1437	0.1351285056
1438	0.1351220515
1439	0.1351092398
1440	0.1351025515
1441	0.1350815048
1442	0.1350669531
1443	0.135040861
1444	0.1350204365
1445	0.1350089887
1446	0.1349968854
1447	0.134978688
1448	0.134966798
1449	0.1349591101
1450	0.1349360173
1451	0.1349207112
1452	0.1349156459
1453	0.1349112005
1454	0.1349046902
1455	0.1348983649
1456	0.1348929346
1457	0.1348885709
1458	0.1348853032
1459	0.1348752112
1460	0.1348702478
1461	0.1348620891
1462	0.134853298
1463	0.1348481699
1464	0.1348420605
1465	0.1348385087
1466	0.1348267945
1467	0.1348158169
1468	0.134809047
1469	0.1347999118
1470	0.1347900223
1471	0.1347809177
1472	0.1347750535
1473	0.1347674351
1474	0.134758297
1475	0.1347502033
1476	0.134742771
1477	0.1347337121
1478	0.1347255012
1479	0.1347194265
1480	0.1347127238
1481	0.1347034165
1482	0.1346949418
1483	0.1346919649
1484	0.1346744204
1485	0.1346654112
1486	0.1346589409
1487	0.1346461943
1488	0.1346273747
1489	0.134615714
1490	0.1346056303
1491	0.1345963405
1492	0.1345835715
1493	0.1345759957
1494	0.1345657351
1495	0.1345495574
1496	0.1345351001
1497	0.1345241261
1498	0.1345154014
1499	0.1345098212
1500	0.134502479
1501	0.1344926097
1502	0.1344856113
1503	0.1344741911
1504	0.1344650535
1505	0.1344485575
1506	0.1344357054
1507	0.1344256585
1508	0.1344113686
1509	0.1344044225
1510	0.1343977571
1511	0.1343872642
1512	0.1343765804
